,Sales_ID,Brand_Name,Car_Name,Year,Selling_Price,km_Driven,City_Code,State_Code,Postal_Code,Fuel,Seller_Type,Transmission,Owner,Mileage,Max_Power,Engine,Seats,City_Name
4392,4525,Hyundai, Creta 1.6 CRDi SX Plus Dual Tone,2015,1300000,48000,CT04,ST24,641043,Diesel,Individual,Manual,Second Owner,19.67,126.2,1582.0,5,Coimbatore
4393,4526,Volkswagen, Jetta 2.0L TDI Highline AT,2016,1350000,97000,CT16,ST23,737101,Diesel,Individual,Automatic,First Owner,16.96,138.03,1968.0,5,Gangtok
4394,4527,Volkswagen, Vento 1.5 TDI Highline AT,2016,1000000,60000,CT06,ST22,302029,Diesel,Individual,Automatic,First Owner,22.15,108.6,1498.0,5,Jaipur
4395,4528,Mercedes-Benz, M-Class ML 350 4Matic,2011,1700000,110000,CT03,ST24,600020,Diesel,Individual,Automatic,Third Owner,0.0,165.0,2987.0,5,Chennai
4396,4529,Toyota, Yaris V CVT BSIV,2018,1080000,12800,CT12,ST28,201301,Petrol,Individual,Automatic,First Owner,17.8,105.5,1496.0,5,Noida
4397,4530,Hyundai, EON D Lite,2012,170000,40000,CT02,ST15,411005,Petrol,Individual,Manual,First Owner,21.1,55.2,814.0,5,Pune
4398,4531,Maruti, Swift DDiS VDI,2017,610000,49000,CT02,ST15,411005,Diesel,Individual,Manual,First Owner,28.4,74.0,1248.0,5,Pune
4399,4532,Maruti, Ritz VXi,2014,350000,25000,CT29,ST24,632001,Petrol,Individual,Manual,First Owner,18.5,85.8,1197.0,5,Vellore
4400,4533,Maruti, Alto 800 LXI,2016,260000,65000,CT24,ST13,680001,Petrol,Individual,Manual,Second Owner,22.74,47.3,796.0,5,Thrissur
4401,4534,Fiat, Linea 1.3 Multijet Emotion,2015,700000,20000,CT12,ST28,201301,Diesel,Individual,Manual,First Owner,20.4,91.7,1248.0,5,Noida
4402,4535,Volkswagen, Polo 2015-2019 1.0 MPI Highline Plus,2018,678000,17000,CT18,ST21,141003,Petrol,Individual,Manual,First Owner,18.78,75.0,999.0,5,Ludhiana
4403,4536,Maruti, SX4 S Cross 2015-2017 DDiS 200 Zeta,2015,800000,15000,CT23,ST12,574142,Diesel,Individual,Manual,First Owner,23.65,88.5,1248.0,5,Mangalore
4404,4537,Toyota, Etios GD,2014,400000,120000,CT17,ST07,391510,Diesel,Individual,Manual,Second Owner,23.59,67.04,1364.0,5,Vadodara
4405,4538,Hyundai, i20 Magna,2010,300000,49000,CT03,ST24,600020,Petrol,Individual,Manual,First Owner,18.5,80.0,1197.0,5,Chennai
4406,4539,Hyundai, i20 2015-2017 Magna 1.2,2016,520000,29000,CT27,ST11,831001,Petrol,Individual,Manual,First Owner,18.6,81.83,1197.0,5,Jamshedpur
4407,4540,Nissan, Terrano XV D Premium AMT,2017,850000,55000,CT21,ST27,248001,Diesel,Individual,Automatic,First Owner,19.61,108.5,1461.0,5,Dehradun
4408,4541,Maruti, Alto K10 VXI,2015,300000,40000,CT12,ST28,201301,Petrol,Individual,Manual,First Owner,23.95,67.05,998.0,5,Noida
4409,4542,Honda, City 1.5 S Inspire,2010,350000,120000,CT22,ST14,452003,Petrol,Individual,Manual,Second Owner,17.0,118.0,1497.0,5,Indore
4410,4544,Maruti, Vitara Brezza ZDi,2019,892000,10000,CT21,ST27,248001,Diesel,Individual,Manual,First Owner,24.3,88.5,1248.0,5,Dehradun
4411,4545,Fiat, Grande Punto Sport 90BHP,2012,285000,70000,CT26,ST15,431001,Diesel,Individual,Manual,Second Owner,20.3,92.0,1248.0,5,Aurangabad
4412,4546,Hyundai, i10 Magna LPG,2012,300000,60000,CT22,ST14,452003,LPG,Individual,Manual,First Owner,19.2,68.05,1086.0,5,Indore
4413,4547,Maruti, Ciaz VDI SHVS,2016,620000,90000,CT09,ST34,110029,Diesel,Individual,Manual,First Owner,28.09,88.5,1248.0,5,Delhi
4414,4548,Maruti, Vitara Brezza ZDi,2017,750000,90000,CT09,ST34,110029,Diesel,Individual,Manual,First Owner,24.3,88.5,1248.0,5,Delhi
4415,4549,Maruti, Alto 800 LXI,2016,270000,35000,CT13,ST04,800002,Petrol,Individual,Manual,First Owner,22.74,47.3,796.0,5,Patna
4416,4550,Maruti, Ertiga ZDI,2014,560000,90000,CT05,ST25,500020,Diesel,Individual,Manual,First Owner,20.77,88.8,1248.0,7,Hyderabad
4417,4551,Hyundai, Santro Xing GLS,2012,300000,40000,CT27,ST11,831001,Petrol,Individual,Manual,Second Owner,17.92,62.1,1086.0,5,Jamshedpur
4418,4552,Hyundai, Santro Xing GLS,2012,300000,40000,CT22,ST14,452003,Petrol,Individual,Manual,Second Owner,17.92,62.1,1086.0,5,Indore
4419,4553,Hyundai, Grand i10 1.2 Kappa Sportz Dual Tone,2018,570000,20000,CT03,ST24,600020,Petrol,Individual,Manual,First Owner,18.9,81.86,1197.0,5,Chennai
4420,4554,Tata, Indigo CS eLX BS IV,2011,220000,80000,CT24,ST13,680001,Diesel,Individual,Manual,First Owner,23.03,69.0,1396.0,5,Thrissur
4421,4555,Maruti, SX4 Vxi BSIV,2012,260000,99000,CT18,ST21,141003,Petrol,Individual,Manual,Second Owner,15.5,103.3,1586.0,5,Ludhiana
4422,4556,Maruti, Swift AMT VXI,2019,600000,7500,CT08,ST29,700053,Petrol,Individual,Automatic,First Owner,21.21,81.8,1197.0,5,Kolkata
4423,4557,Tata, Nano XE,2015,80000,60000,CT15,ST20,751022,Petrol,Individual,Manual,First Owner,23.9,37.48,624.0,4,Bhubaneshwar
4424,4558,Hyundai, EON Magna Plus,2016,300000,40800,CT25,ST01,524225,Petrol,Individual,Manual,First Owner,21.1,55.2,814.0,5,Nellore
4425,4559,Tata, Zest Revotron 1.2T XM,2015,300000,70000,CT11,ST07,382220,Petrol,Individual,Manual,First Owner,17.57,88.7,1193.0,5,Ahmedabad
4426,4560,Mahindra, KUV 100 mFALCON G80 K8 5str,2016,400000,100000,CT25,ST01,524225,Petrol,Individual,Manual,First Owner,18.15,82.0,1198.0,5,Nellore
4427,4561,Maruti, Swift VXI BSIV,2016,550000,8588,CT20,ST28,208002,Petrol,Individual,Manual,First Owner,22.0,81.8,1197.0,5,kanpur
4428,4562,Honda, City i-DTEC V,2019,1200000,40000,CT01,ST15,400053,Diesel,Individual,Manual,First Owner,25.6,97.9,1498.0,5,Mumbai
4429,4563,Ford, Figo 1.5D Trend MT,2015,500000,60000,CT14,ST07,395101,Diesel,Individual,Manual,First Owner,25.83,99.0,1498.0,5,Surat
4430,4564,Maruti, Esteem Vxi - BSIII,2005,93000,80000,CT01,ST15,400053,Petrol,Individual,Manual,Third Owner,15.9,85.0,1298.0,5,Mumbai
4431,4565,Honda, City i DTEC SV,2014,500000,110000,CT24,ST13,680001,Diesel,Individual,Manual,First Owner,26.0,98.6,1498.0,5,Thrissur
4432,4566,Toyota, Platinum Etios 1.4 GXD,2018,670000,150000,CT03,ST24,600020,Diesel,Individual,Manual,First Owner,23.59,67.05,1364.0,5,Chennai
4433,4567,Toyota, Innova 2.5 VX 7 STR,2012,750000,120000,CT17,ST07,391510,Diesel,Individual,Manual,Second Owner,12.8,102.0,2494.0,7,Vadodara
4434,4568,Maruti, Alto K10 VXI,2017,370000,30000,CT20,ST28,208002,Petrol,Individual,Manual,First Owner,23.95,67.05,998.0,5,kanpur
4435,4569,Maruti, 800 Std,2012,100000,70000,CT08,ST29,700053,Petrol,Individual,Manual,Second Owner,16.1,37.0,796.0,4,Kolkata
4436,4570,Hyundai, i10 Sportz 1.1L,2016,425000,50000,CT29,ST24,632001,Petrol,Individual,Manual,First Owner,19.81,68.05,1086.0,5,Vellore
4437,4571,Toyota, Innova 2.5 V Diesel 8-seater,2006,370000,305000,CT13,ST04,800002,Diesel,Individual,Manual,Fourth & Above Owner,12.8,102.0,2494.0,8,Patna
4438,4573,Tata, New Safari DICOR 2.2 EX 4x2,2009,229999,212000,CT19,ST12,570004,Diesel,Individual,Manual,Third Owner,11.57,138.1,2179.0,7,Mysore
4439,4574,Maruti, Ertiga SHVS VDI,2016,850000,35000,CT05,ST25,500020,Diesel,Individual,Manual,First Owner,24.52,88.5,1248.0,7,Hyderabad
4440,4575,Mahindra, Verito 1.5 D4 BSIV,2018,750000,22000,CT24,ST13,680001,Diesel,Individual,Manual,First Owner,21.03,65.0,1461.0,5,Thrissur
4441,4576,Tata, Winger Deluxe - Flat Roof (Non-AC),2010,235000,50000,CT06,ST22,302029,Diesel,Individual,Manual,First Owner,10.71,90.0,1948.0,14,Jaipur
4442,4577,Honda, WR-V i-DTEC S,2017,700000,70000,CT27,ST11,831001,Diesel,Individual,Manual,First Owner,25.5,98.6,1498.0,5,Jamshedpur
4443,4578,Hyundai, Grand i10 CRDi Magna,2016,480000,56000,CT13,ST04,800002,Diesel,Individual,Manual,First Owner,24.0,70.0,1120.0,5,Patna
4444,4579,Tata, Zest Quadrajet 1.3 75PS XM,2016,475000,50000,CT04,ST24,641043,Diesel,Individual,Manual,First Owner,22.95,74.0,1248.0,5,Coimbatore
4445,4580,Skoda, Rapid 1.5 TDI Ambition,2015,610000,120000,CT08,ST29,700053,Diesel,Individual,Manual,First Owner,21.14,103.52,1498.0,5,Kolkata
4446,4581,Toyota, Innova 2.5 G4 Diesel 8-seater,2011,650000,120000,CT07,ST13,682001,Diesel,Individual,Manual,Second Owner,12.8,102.0,2494.0,8,Kochi
4447,4582,Honda, WR-V i-DTEC S,2017,800000,70000,CT03,ST24,600020,Diesel,Individual,Manual,First Owner,25.5,98.6,1498.0,5,Chennai
4448,4583,Tata, New Safari DICOR 2.2 EX 4x2,2015,520000,120000,CT12,ST28,201301,Diesel,Individual,Manual,First Owner,11.57,138.1,2179.0,7,Noida
4449,4584,Tata, Indica V2 eLS,2014,160000,90000,CT17,ST07,391510,Diesel,Individual,Manual,First Owner,25.0,69.0,1396.0,5,Vadodara
4450,4585,Maruti, S-Cross 2017-2020 Zeta DDiS 200 SH,2018,1000000,70000,CT24,ST13,680001,Diesel,Individual,Manual,First Owner,25.1,88.5,1248.0,5,Thrissur
4451,4586,Maruti, Ertiga VDI,2015,700000,120000,CT22,ST14,452003,Diesel,Individual,Manual,Second Owner,20.77,88.76,1248.0,7,Indore
4452,4587,Honda, Amaze S i-DTEC,2017,590000,70000,CT02,ST15,411005,Diesel,Individual,Manual,Second Owner,25.8,98.6,1498.0,5,Pune
4453,4588,Maruti, Wagon R VXI,2002,140000,80000,CT06,ST22,302029,Petrol,Individual,Manual,Second Owner,18.9,67.1,998.0,5,Jaipur
4454,4589,Mahindra, TUV 300 mHAWK100 T8,2017,725000,100000,CT19,ST12,570004,Diesel,Individual,Manual,Second Owner,18.49,100.0,1493.0,7,Mysore
4455,4590,Toyota, Innova Crysta 2.4 ZX MT BSIV,2017,1680000,157000,CT04,ST24,641043,Diesel,Individual,Manual,First Owner,13.68,147.8,2393.0,7,Coimbatore
4456,4591,Maruti, Swift Dzire VDI,2015,550000,50000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,26.59,74.0,1248.0,5,Indore
4457,4592,Maruti, Ritz VDi,2012,240000,90000,CT27,ST11,831001,Diesel,Individual,Manual,Second Owner,23.2,73.94,1248.0,5,Jamshedpur
4458,4593,Chevrolet, Captiva 2.2 LT,2013,667000,65000,CT19,ST12,570004,Diesel,Individual,Manual,First Owner,14.6,184.0,2231.0,7,Mysore
4459,4594,Honda, Jazz 1.5 S i DTEC,2017,670000,50000,CT01,ST15,400053,Diesel,Individual,Manual,First Owner,27.3,98.6,1498.0,5,Mumbai
4460,4595,Maruti, Swift Dzire VDI,2015,550000,110000,CT27,ST11,831001,Diesel,Individual,Manual,First Owner,26.59,74.0,1248.0,5,Jamshedpur
4461,4596,Maruti, Celerio ZXI,2015,400000,30000,CT11,ST07,382220,Petrol,Individual,Manual,First Owner,23.1,67.04,998.0,5,Ahmedabad
4462,4597,Hyundai, Verna 1.6 SX,2014,545000,80000,CT03,ST24,600020,Diesel,Individual,Manual,Second Owner,22.32,126.32,1582.0,5,Chennai
4463,4598,Maruti, Ertiga LXI,2015,599000,70000,CT23,ST12,574142,Petrol,Individual,Manual,First Owner,16.02,93.7,1373.0,7,Mangalore
4464,4599,Hyundai, Creta 1.4 CRDi S,2016,725000,100000,CT12,ST28,201301,Diesel,Individual,Manual,First Owner,21.38,88.7,1396.0,5,Noida
4465,4600,Honda, City i VTEC V,2015,525000,120000,CT06,ST22,302029,Petrol,Individual,Manual,Second Owner,17.4,117.3,1497.0,5,Jaipur
4466,4601,Maruti, Ritz VDi,2011,204999,85000,CT24,ST13,680001,Diesel,Individual,Manual,Second Owner,21.1,73.9,1248.0,5,Thrissur
4467,4602,Skoda, Fabia Scout 1.2 TDI,2012,190000,110000,CT21,ST27,248001,Diesel,Individual,Manual,First Owner,21.0,75.0,1199.0,5,Dehradun
4468,4603,Hyundai, Grand i10 CRDi Sportz,2015,310000,60000,CT05,ST25,500020,Diesel,Individual,Manual,Fourth & Above Owner,24.0,70.0,1120.0,5,Hyderabad
4469,4604,Hyundai, Grand i10 CRDi Sportz,2016,380000,90000,CT25,ST01,524225,Diesel,Individual,Manual,Second Owner,24.0,70.0,1120.0,5,Nellore
4470,4605,Maruti, Alto K10 2010-2014 VXI,2012,204000,110000,CT01,ST15,400053,Petrol,Individual,Manual,Third Owner,20.92,67.1,998.0,5,Mumbai
4471,4606,Hyundai, EON 1.0 Era Plus,2018,350000,25000,CT29,ST24,632001,Petrol,Individual,Manual,First Owner,20.3,68.05,998.0,5,Vellore
4472,4607,Volkswagen, Vento Diesel Highline,2013,350000,100000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,20.54,103.6,1598.0,5,Indore
4473,4608,Ford, Figo Diesel Titanium,2012,175000,120000,CT24,ST13,680001,Diesel,Individual,Manual,Second Owner,20.0,68.0,1399.0,5,Thrissur
4474,4609,Volkswagen, Vento Diesel Highline,2011,340000,90000,CT26,ST15,431001,Diesel,Individual,Manual,First Owner,20.54,103.6,1598.0,5,Aurangabad
4475,4610,Honda, City i-VTEC VX,2017,950000,35000,CT18,ST21,141003,Petrol,Individual,Manual,First Owner,17.4,117.6,1497.0,5,Ludhiana
4476,4611,Honda, City i VTEC V,2017,894999,35000,CT21,ST27,248001,Petrol,Individual,Manual,First Owner,17.8,117.3,1497.0,5,Dehradun
4477,4612,Tata, Sumo Gold EX,2014,350000,101200,CT08,ST29,700053,Diesel,Individual,Manual,Second Owner,15.3,83.83,2956.0,7,Kolkata
4478,4613,Tata, Indigo GLX,2005,100000,90000,CT28,ST11,834001,Petrol,Individual,Manual,Second Owner,12.8,85.0,1396.0,5,Ranchi
4479,4614,Maruti, Swift Dzire VDI,2016,550000,76000,CT26,ST15,431001,Diesel,Individual,Manual,First Owner,26.59,74.0,1248.0,5,Aurangabad
4480,4615,Tata, Indigo LX,2004,100000,60000,CT04,ST24,641043,Diesel,Individual,Manual,Third Owner,16.1,70.0,1405.0,5,Coimbatore
4481,4616,Mahindra, XUV500 W6 2WD,2016,800000,90000,CT10,ST12,560063,Diesel,Individual,Manual,First Owner,16.0,140.0,2179.0,7,Bangalore
4482,4617,Mahindra, Bolero 2011-2019 ZLX BSIII,2013,525000,80000,CT22,ST14,452003,Diesel,Individual,Manual,Second Owner,15.96,62.1,2523.0,7,Indore
4483,4618,Tata, New Safari DICOR 2.2 EX 4x2,2008,500000,179150,CT06,ST22,302029,Diesel,Individual,Manual,Second Owner,11.57,138.1,2179.0,7,Jaipur
4484,4619,Maruti, 800 Std MPFi,2003,42000,62000,CT20,ST28,208002,Petrol,Individual,Manual,First Owner,16.1,37.0,796.0,4,kanpur
4485,4620,Maruti, Swift Dzire 1.2 Lxi BSIV,2009,190000,160000,CT26,ST15,431001,Petrol,Individual,Manual,Third Owner,17.5,85.8,1197.0,5,Aurangabad
4486,4621,Maruti, Swift Dzire VDI,2019,694000,35000,CT20,ST28,208002,Diesel,Individual,Manual,First Owner,28.4,74.02,1248.0,5,kanpur
4487,4622,Mahindra, XUV500 AT W6 2WD,2016,861999,120000,CT08,ST29,700053,Diesel,Individual,Automatic,First Owner,16.0,140.0,2179.0,7,Kolkata
4488,4623,Honda, Amaze SX i-DTEC,2017,650000,50000,CT02,ST15,411005,Diesel,Individual,Manual,First Owner,25.8,98.6,1498.0,5,Pune
4489,4624,Maruti, Swift Dzire ZDi,2011,310000,70000,CT04,ST24,641043,Diesel,Individual,Manual,Second Owner,19.3,73.9,1248.0,5,Coimbatore
4490,4625,Maruti, Swift VDI,2013,360000,97000,CT18,ST21,141003,Diesel,Individual,Manual,First Owner,22.9,74.0,1248.0,5,Ludhiana
4491,4626,Maruti, Swift Dzire LDi,2011,240000,90000,CT20,ST28,208002,Diesel,Individual,Manual,Second Owner,19.3,73.9,1248.0,5,kanpur
4492,4627,Mahindra, XUV500 W8 AWD,2012,500000,84487,CT03,ST24,600039,Diesel,Individual,Manual,Fourth & Above Owner,15.1,140.0,2179.0,7,Chennai
4493,4628,Toyota, Innova 2.5 GX 7 STR,2010,475000,100000,CT23,ST12,574142,Diesel,Individual,Manual,Second Owner,12.8,102.0,2494.0,7,Mangalore
4494,4629,Maruti, Alto LX,2007,100000,60000,CT27,ST11,831001,Petrol,Individual,Manual,Third Owner,19.7,46.3,796.0,5,Jamshedpur
4495,4630,Maruti, SX4 Zxi BSIII,2009,200000,110000,CT22,ST14,452003,Petrol,Individual,Manual,Third Owner,15.0,104.68,1586.0,5,Indore
4496,4631,Toyota, Innova 2.5 G2,2006,430000,264000,CT18,ST21,141003,Diesel,Individual,Manual,First Owner,12.8,102.0,2494.0,8,Ludhiana
4497,4632,Mahindra, Xylo E4 BS IV,2010,245000,146000,CT25,ST01,524225,Diesel,Individual,Manual,Fourth & Above Owner,14.0,112.0,2498.0,7,Nellore
4498,4633,Maruti, Swift Dzire VDI,2014,450000,70000,CT12,ST28,201301,Diesel,Individual,Manual,First Owner,23.4,74.0,1248.0,5,Noida
4499,4634,Maruti, Vitara Brezza VDi Option,2017,800000,51146,CT27,ST11,831001,Diesel,Individual,Manual,First Owner,24.3,88.5,1248.0,5,Jamshedpur
4500,4635,Maruti, Ritz LXI,2011,215000,40000,CT22,ST14,452003,Petrol,Individual,Manual,First Owner,21.1,85.8,1197.0,5,Indore
4501,4636,Maruti, Vitara Brezza VDi Option,2017,760000,50000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,24.3,88.5,1248.0,5,Indore
4502,4637,Volkswagen, Polo 1.5 TDI Comfortline,2015,416000,80000,CT01,ST15,400053,Diesel,Individual,Manual,First Owner,20.14,88.8,1498.0,5,Mumbai
4503,4638,Maruti, Wagon R LXI BSIII,2011,195000,120000,CT19,ST12,570004,Petrol,Individual,Manual,First Owner,18.9,67.1,998.0,5,Mysore
4504,4639,Maruti, Alto 800 VXI,2017,325000,23000,CT18,ST21,141003,Petrol,Individual,Manual,First Owner,24.7,47.3,796.0,5,Ludhiana
4505,4640,Maruti, Alto K10 LXI,2010,145000,70000,CT18,ST21,141003,Petrol,Individual,Manual,Second Owner,20.92,67.1,998.0,5,Ludhiana
4506,4641,Maruti, Swift VDI,2018,675000,23000,CT24,ST13,680001,Diesel,Individual,Manual,First Owner,28.4,74.0,1248.0,5,Thrissur
4507,4642,Maruti, Wagon R VXI Optional,2016,340000,30000,CT05,ST25,500020,Petrol,Individual,Manual,Second Owner,20.51,67.04,998.0,5,Hyderabad
4508,4643,Tata, Manza Aura Plus Quadrajet BS IV,2011,340000,50000,CT01,ST15,400053,Diesel,Individual,Manual,First Owner,19.0,90.0,1248.0,5,Mumbai
4509,4644,Maruti, Omni MPI STD BSIV,2014,260000,40000,CT29,ST24,632001,Petrol,Individual,Manual,First Owner,16.8,34.2,796.0,5,Vellore
4510,4645,Maruti, Alto 800 LXI,2015,300000,50000,CT24,ST13,680001,Petrol,Individual,Manual,First Owner,22.74,47.3,796.0,5,Thrissur
4511,4646,Maruti, 800 AC,2007,75000,60000,CT06,ST22,302029,Petrol,Individual,Manual,Second Owner,16.1,37.0,796.0,4,Jaipur
4512,4647,Tata, Indica Vista TDI LX,2011,350000,80000,CT15,ST20,751022,Diesel,Individual,Manual,First Owner,19.4,70.0,1405.0,5,Bhubaneshwar
4513,4648,Maruti, XL6 Alpha,2019,1000000,15000,CT03,ST24,600039,Petrol,Individual,Manual,First Owner,19.01,103.2,1462.0,6,Chennai
4514,4649,Tata, Manza Aura (ABS) Quadrajet BS IV,2010,170000,150000,CT27,ST11,831001,Diesel,Individual,Manual,Third Owner,21.12,88.8,1248.0,5,Jamshedpur
4515,4650,Maruti, Swift Dzire Tour S CNG,2018,600000,40000,CT21,ST27,248001,Petrol,Individual,Manual,First Owner,19.0,85.8,1197.0,5,Dehradun
4516,4651,Honda, City 1.5 V AT,2010,800000,25000,CT18,ST21,141003,Petrol,Individual,Automatic,First Owner,16.8,118.0,1497.0,5,Ludhiana
4517,4652,Force, One EX,2018,850000,120000,CT19,ST12,570004,Diesel,Individual,Manual,Second Owner,17.0,80.84,2650.0,7,Mysore
4518,4653,Mahindra, XUV500 W6 2WD,2014,980000,120000,CT07,ST13,682001,Diesel,Individual,Manual,Second Owner,15.1,140.0,2179.0,7,Kochi
4519,4654,Ford, Endeavour 2.5L 4X2,2011,850000,298000,CT22,ST14,452003,Diesel,Individual,Manual,Second Owner,13.1,141.0,2499.0,7,Indore
4520,4655,Tata, Sumo Gold GX BSIII,2012,340000,270000,CT01,ST15,400053,Diesel,Individual,Manual,Third Owner,14.07,68.4,2956.0,7,Mumbai
4521,4656,Maruti, Vitara Brezza ZDi AMT,2018,900000,50000,CT23,ST12,574142,Diesel,Individual,Automatic,Second Owner,24.3,88.5,1248.0,5,Mangalore
4522,4657,Maruti, Swift Dzire VDi,2010,310000,120000,CT22,ST14,452003,Diesel,Individual,Manual,Second Owner,19.3,73.9,1248.0,5,Indore
4523,4658,Maruti, Ertiga ZDI,2013,600000,60000,CT01,ST15,400053,Diesel,Individual,Manual,Third Owner,20.77,88.8,1248.0,7,Mumbai
4524,4659,Maruti, Swift Dzire ZDi,2008,270000,149000,CT11,ST07,382220,Diesel,Individual,Manual,Second Owner,19.3,73.9,1248.0,5,Ahmedabad
4525,4660,Hyundai, Santro Sportz BSIV,2019,509999,5000,CT19,ST12,570004,Petrol,Individual,Manual,First Owner,20.3,68.0,1086.0,5,Mysore
4526,4661,Tata, Indica Vista TDI LX,2013,225000,70000,CT29,ST24,632001,Diesel,Individual,Manual,Second Owner,19.4,70.0,1405.0,5,Vellore
4527,4662,Hyundai, i10 Magna,2015,280000,55000,CT18,ST21,141003,Petrol,Individual,Manual,First Owner,20.36,78.9,1197.0,5,Ludhiana
4528,4663,Tata, Tiago 1.05 Revotorq XZ WO Alloy,2016,490000,100000,CT05,ST25,500020,Diesel,Individual,Manual,First Owner,27.28,69.0,1047.0,5,Hyderabad
4529,4664,Mahindra, Bolero 2011-2019 Plus AC,2013,440000,120000,CT13,ST04,800002,Diesel,Individual,Manual,First Owner,15.96,62.1,2523.0,9,Patna
4530,4665,Tata, Safari Storme EX,2014,500000,291977,CT06,ST22,302029,Diesel,Individual,Manual,First Owner,14.0,138.1,2179.0,7,Jaipur
4531,4666,Honda, CR-V 2.4L 4WD,2005,476999,85000,CT19,ST12,570004,Petrol,Individual,Manual,Third Owner,11.1,158.8,2354.0,5,Mysore
4532,4667,Hyundai, i20 Active 1.2 S,2015,590000,70000,CT27,ST11,831001,Petrol,Individual,Manual,Third Owner,17.19,81.86,1197.0,5,Jamshedpur
4533,4668,Ford, Endeavour 2.5L 4X2 MT,2010,500000,120000,CT28,ST11,834001,Diesel,Individual,Manual,First Owner,13.1,141.0,2499.0,7,Ranchi
4534,4669,Ford, EcoSport 1.5 TDCi Titanium BSIV,2015,600000,40000,CT02,ST15,411005,Diesel,Individual,Manual,First Owner,22.77,98.59,1498.0,5,Pune
4535,4670,Mahindra, Scorpio 1.99 S4,2016,750000,70000,CT01,ST15,400053,Diesel,Individual,Manual,First Owner,15.4,120.0,1997.0,7,Mumbai
4536,4671,BMW, 3 Series 320d GT Luxury Line,2017,2950000,39000,CT25,ST01,524225,Diesel,Dealer,Automatic,First Owner,19.59,187.74,1995.0,5,Nellore
4537,4672,BMW, 5 Series 520d Luxury Line,2019,5200000,10000,CT18,ST21,141003,Diesel,Dealer,Automatic,First Owner,18.12,190.0,1995.0,5,Ludhiana
4538,4673,Volkswagen, Polo 1.5 TDI Comfortline,2019,695000,36800,CT05,ST25,500020,Diesel,Dealer,Manual,First Owner,20.14,88.0,1498.0,5,Hyderabad
4539,4674,Maruti, Swift Dzire VDI Optional,2018,690000,52200,CT08,ST29,700053,Diesel,Dealer,Manual,First Owner,26.59,74.0,1248.0,5,Kolkata
4540,4675,Hyundai, Grand i10 1.2 CRDi Magna,2016,409999,78000,CT07,ST13,682001,Diesel,Dealer,Manual,First Owner,24.0,73.97,1186.0,5,Kochi
4541,4676,Tata, Harrier XZ Plus,2020,1650000,16000,CT27,ST11,831001,Diesel,Dealer,Manual,First Owner,17.0,167.67,1956.0,5,Jamshedpur
4542,4677,Audi, Q3 2.0 TDI Quattro Premium Plus,2016,2375000,30000,CT19,ST12,570004,Diesel,Dealer,Automatic,First Owner,15.73,174.33,1968.0,5,Mysore
4543,4678,Hyundai, Grand i10 1.2 CRDi Sportz,2017,525000,29000,CT07,ST13,682001,Diesel,Dealer,Manual,Second Owner,24.0,73.97,1186.0,5,Kochi
4544,4679,Jeep, Compass 2.0 Limited Plus 4X4,2019,2150000,25000,CT03,ST24,600039,Diesel,Dealer,Manual,First Owner,16.3,170.63,1956.0,5,Chennai
4545,4680,Mahindra, XUV500 W8 2WD,2013,540000,60000,CT15,ST20,751022,Diesel,Individual,Manual,Second Owner,15.1,140.0,2179.0,7,Bhubaneshwar
4546,4681,Toyota, Fortuner 4x4 AT,2017,2750000,60000,CT11,ST07,382220,Diesel,Dealer,Automatic,Second Owner,12.55,168.5,2982.0,7,Ahmedabad
4547,4682,Mahindra, Scorpio 1.99 S10 4WD,2016,1000000,112000,CT07,ST13,682001,Diesel,Dealer,Manual,Second Owner,15.4,120.0,1997.0,7,Kochi
4548,4683,Audi, A4 35 TDI Premium Plus,2018,2900000,15000,CT12,ST28,201301,Diesel,Dealer,Automatic,First Owner,18.25,187.74,1968.0,5,Noida
4549,4684,Mahindra, TUV 300 mHAWK100 T8,2017,725000,40000,CT26,ST15,431001,Diesel,Dealer,Manual,First Owner,18.49,100.0,1493.0,7,Aurangabad
4550,4685,Maruti, Ciaz Alpha Diesel,2018,975000,36000,CT24,ST13,680001,Diesel,Dealer,Manual,First Owner,28.09,88.5,1248.0,5,Thrissur
4551,4686,Maruti, Wagon R VXI,2016,355000,60000,CT14,ST07,395101,Petrol,Dealer,Manual,First Owner,21.79,67.05,998.0,5,Surat
4552,4687,Honda, CR-V 2.4L 4WD MT,2008,400000,120000,CT10,ST12,560063,Petrol,Individual,Manual,First Owner,11.1,158.8,2354.0,5,Bangalore
4553,4688,Maruti, Alto 800 VXI BSIV,2015,265000,48000,CT25,ST01,524225,Petrol,Dealer,Manual,First Owner,24.7,47.3,796.0,5,Nellore
4554,4689,Volkswagen, Polo 2015-2019 1.5 TDI Highline Plus,2018,650000,40000,CT02,ST15,411005,Diesel,Dealer,Manual,First Owner,20.14,88.0,1498.0,5,Pune
4555,4690,Maruti, Ciaz 1.3 Alpha,2017,720000,60000,CT20,ST28,208002,Diesel,Individual,Manual,First Owner,28.09,88.5,1248.0,5,kanpur
4556,4691,Hyundai, Verna 1.6 VTVT S,2016,850000,25000,CT02,ST15,411005,Petrol,Individual,Manual,First Owner,17.01,121.3,1591.0,5,Pune
